text,intent
Can you tell me the interior still smells,complaint_or_issue
Quick question — good morning,greeting
"Can you tell me thank you, have a good one",goodbye
can you give me directions please,ask_location
"Hey, is detailing expensive",ask_pricing
what time can I bring my car in,book_appointment
my black car has scratches please,ask_paint_correction
what time do you open on Saturday?,ask_hours
Can you tell me do you guys do ceramic coating,ask_ceramic_coating
"how much for a full detail, by the way",request_quote
"I was wondering, hey",greeting
I need it detailed today,urgent_detail_request
"Just calling to ask, I'd want you to come to my place",ask_mobile_service
have somebody call me,callback_request
"I was wondering, there's a scratch that wasn't there before",complaint_or_issue
Can you tell me can someone ring me back,callback_request
"I was wondering, when do you close",ask_hours
do you have a referral program,general_question
"Hi, what are your prices",ask_pricing
can you call me back?,callback_request
where are you located,ask_location
"I was wondering, appreciate it, talk later",goodbye
"Hey, thanks, that's all",goodbye
"Just calling to ask, what time can I bring my car in",book_appointment
"Quick question — I've got a lot of water spots, can you fix that",ask_paint_correction
Can you tell me do you go out to Huntington Beach,ask_service_area
"Just calling to ask, is ceramic coating worth it",ask_ceramic_coating
Quick question — I'm not happy with the result,complaint_or_issue
Quick question — hello,greeting
what's a quote for a full detail on an SUV?,request_quote
"Just calling to ask, do you offer engine bay cleaning",ask_services
"Just calling to ask, any openings this week",book_appointment
Quick question — I'm not happy with the result,complaint_or_issue
"I was wondering, any openings this week",book_appointment
"Hi, do you accept credit cards",general_question
"Just calling to ask, there's a scratch that wasn't there before",complaint_or_issue
can I set up an appointment,book_appointment
Quick question — I'd like a callback,callback_request
Can you tell me rough cost for ceramic coating on a sedan,request_quote
"Just calling to ask, do you sell gift cards",general_question
"Hey, what are your hours",ask_hours
"Just calling to ask, do you offer subscriptions",general_question
"I was wondering, tell me what packages you have",ask_services
"Just calling to ask, do you guys do ceramic coating",ask_ceramic_coating
Quick question — do you guys travel out to Newport,ask_mobile_service
"I was wondering, can someone ring me back",callback_request
"Hey, can you detail at my house",ask_mobile_service
Can you tell me can someone ring me back,callback_request
"Hey, do you do mobile detailing",ask_mobile_service
what's included in a full detail please,ask_services
"I was wondering, what areas do you cover",ask_service_area
I'd want you to come to my place please,ask_mobile_service
Can you tell me what are your prices,ask_pricing
"Hi, can you fix oxidation",ask_paint_correction
what time do you open on Saturday?,ask_hours
"I've got a lot of water spots, can you fix that",ask_paint_correction
"Hi, can you remove swirl marks",ask_paint_correction
"can I get a refund, by the way",complaint_or_issue
what do you charge for ceramic coating,request_quote
Quick question — do you work on lifted trucks,ask_vehicle_support
what do you charge for ceramic coating please,request_quote
"Hey, my black car has scratches",ask_paint_correction
can you come to my apartment,ask_mobile_service
"Hey, appreciate it, talk later",goodbye
"do you work on lifted trucks, by the way",ask_vehicle_support
"I was wondering, are you available Friday",book_appointment
Can you tell me are you open on Sundays,ask_hours
"Just calling to ask, can you detail at my house",ask_mobile_service
I'm not happy with the result?,complaint_or_issue
"I was wondering, are you available Friday",book_appointment
"Hi, goodbye, see you",goodbye
"I was wondering, do you come to Anaheim",ask_service_area
Can you tell me what are your hours,ask_hours
"goodbye, see you?",goodbye
"goodbye, see you?",goodbye
Quick question — do you go out to Huntington Beach,ask_service_area
can you buff out scratches,ask_paint_correction
can you give me directions?,ask_location
"Hi, I need this done before tomorrow",urgent_detail_request
"Just calling to ask, how much for a maintenance wash",ask_pricing
Quick question — can you detail a minivan,ask_vehicle_support
"Just calling to ask, I need my car detailed before the weekend",book_appointment
"Hi, what's your address",ask_location
I need a detail ASAP?,urgent_detail_request
"I need this done before tomorrow, by the way",urgent_detail_request
good morning please,greeting
"I was wondering, what would it cost for interior and exterior",request_quote
"good evening, by the way",greeting
Quick question — hey,greeting
what part of town are you in please,ask_location
"can you detail at my house, by the way",ask_mobile_service
Quick question — do you accept credit cards,general_question
"I'd like a callback, by the way",callback_request
"do you service Costa Mesa, by the way",ask_service_area
"I was wondering, can you detail a minivan",ask_vehicle_support
Can you tell me what services do you offer,ask_services
"Hey, do you have a referral program",general_question
"I was wondering, how do I find your shop",ask_location
"do you service Newport Beach, by the way",ask_service_area
what kind of detailing do you offer please,ask_services
do you go out to Huntington Beach?,ask_service_area
"Hey, I need it detailed today",urgent_detail_request
"Hi, can you give me an estimate for paint correction",request_quote
"Hi, can you give me directions",ask_location
"appreciate it, talk later",goodbye
do you do mobile detailing,ask_mobile_service
do you come to Anaheim please,ask_service_area
I'm not happy with the result please,complaint_or_issue
